"","NR.AhR","NR.AR","NR.AR.LBD","NR.Aromatase","NR.ER","NR.ER.LBD","NR.PPAR.gamma","SR.ARE","SR.ATAD5","SR.HSE","SR.MMP","SR.p53"
"NCGC00015086-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00253740-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00091761-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00167440-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00160640-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00271789-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00095836-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00165976-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00070736-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00024810-07",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"NCGC00164588-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00090756-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00159522-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00015883-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00025104-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00166243-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00249934-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00016311-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00181000-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00014702-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00015610-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00179602-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00182707-03",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"NCGC00016256-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00024762-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00091902-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00094516-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00179424-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00016438-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00167527-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00182057-03",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"NCGC00025345-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00182709-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00016667-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00016557-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00016825-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00015279-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00016035-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00015236-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00016397-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00179582-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00179594-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00178086-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00015501-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00167437-02",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"NCGC00015453-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00016959-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00167962-06",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"NCGC00167459-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00167442-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00167769-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00185744-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00015417-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00247665-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00263537-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00016637-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00253724-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00163886-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00164539-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00253719-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00253581-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00095161-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00015089-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00095978-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00262934-01",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"NCGC00181795-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00023373-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00179475-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00253732-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00274277-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00090680-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00274071-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00249899-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00160396-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00344564-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00160657-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00261979-01",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"NCGC00093362-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00178711-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00015724-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00167754-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00018193-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00093926-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00263575-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00015784-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00016602-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00015500-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00016590-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00167519-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00274061-01",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"NCGC00016896-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00178376-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00090816-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00162319-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00160496-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00090964-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00094616-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00015242-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00182076-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00018302-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00248704-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00247988-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00344522-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00274085-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00263558-01",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"NCGC00016372-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00164502-02",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"NCGC00181154-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00249928-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00167468-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00168776-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00015437-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00179573-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00319023-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00160663-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00018097-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00160678-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00016523-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00160366-02",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"NCGC00015467-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00166141-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00182549-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00253632-01",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"NCGC00023699-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"NCGC00183876-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00094989-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00160452-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00016032-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00253593-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00262961-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00016362-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00024427-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00164632-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00095165-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00094918-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00093802-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00159416-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00179669-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00159349-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00015162-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00274069-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00178754-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00015256-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00160410-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00249610-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00261976-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00188943-03",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"NCGC00018107-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00014711-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00249896-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00015716-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00142580-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00017245-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00262952-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00091125-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00166043-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00016043-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00159376-04",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"NCGC00015444-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00344531-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00017331-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00167522-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00091470-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00091449-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00016089-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00091390-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00184998-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00262913-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00253639-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00091019-08",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"NCGC00023193-06",NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"NCGC00023648-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00160479-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00179034-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"NCGC00095843-01",NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"NCGC00255644-01",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCGC00188863-02",NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA
"NCGC00163135-01",NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"NCGC00094424-01",NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"NCGC00181002-01",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCGC00165865-01",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"NCGC00095025-01",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"NCGC00094815-05",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"NCGC00164506-02",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"NCGC00095303-04",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"NCGC00255209-01",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"NCGC00167436-01",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCGC00260005-01",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"NCGC00167576-01",NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"NCGC00164543-02",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00162149-07",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00161831-02",NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"NCGC00254013-01",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCGC00024665-10",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00241108-04",NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00091441-01",NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"NCGC00242506-02",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"NCGC00164486-04",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"NCGC00258363-01",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"NCGC00166288-01",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"NCGC00249613-02",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"NCGC00093704-12",NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00274060-01",NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00167465-02",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"NCGC00016642-04",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00091050-09",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"NCGC00253624-01",NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00263529-01",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"NCGC00094381-06",NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00015243-10",NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA
"NCGC00254071-01",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCGC00015851-10",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00015340-14",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00018271-07",NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00179625-03",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00260082-01",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"NCGC00249929-01",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"NCGC00018102-12",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00167507-04",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"NCGC00181330-02",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"NCGC00166115-02",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"NCGC00256632-01",NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"NCGC00256767-01",0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"NCGC00257992-01",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCGC00255508-01",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCGC00016526-07",NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00166288-02",NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00161636-02",NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00178879-04",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"NCGC00159481-03",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"NCGC00258135-01",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"NCGC00162150-04",NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00161422-04",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"NCGC00094881-07",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"NCGC00253704-01",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"NCGC00159325-05",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00258955-01",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCGC00257242-01",NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"NCGC00015264-13",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00160514-02",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00253672-01",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00263538-01",NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00258304-01",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"NCGC00159337-04",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"NCGC00159455-09",NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00186465-04",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00253752-01",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00090774-05",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00254000-01",0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"NCGC00167832-06",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00159478-04",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"NCGC00344583-01",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"NCGC00091288-05",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00013679-06",NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA
"NCGC00259558-01",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"NCGC00257372-01",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"NCGC00258251-01",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"NCGC00167496-03",NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00179431-03",NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00263922-02",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00164582-02",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"NCGC00025125-18",NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00022398-05",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00241104-02",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00181306-04",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00164576-04",NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00016737-04",NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA
"NCGC00016705-10",NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00164329-03",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00256637-01",NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"NCGC00016012-12",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00164567-02",NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00016260-13",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"NCGC00015251-13",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"NCGC00178521-03",NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00015608-11",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00163233-01",0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"NCGC00261969-01",NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00015428-15",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00263564-01",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00160546-02",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00167536-03",NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00018098-07",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00262933-01",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"NCGC00018200-12",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00091387-08",NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00258581-01",NA,0,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"NCGC00258130-01",NA,0,NA,1,NA,NA,NA,NA,NA,NA,1,NA
"NCGC00023217-08",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00095304-05",NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00253655-01",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00253650-01",NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00015560-12",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA
"NCGC00018187-09",NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00177971-03",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00249886-01",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00161599-09",NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00262931-01",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00164547-06",NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00253626-01",NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA
"NCGC00094819-07",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00095122-05",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00263561-01",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
"NCGC00091616-03",NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA
"NCGC00179250-03",NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA
